2022-12-12,Sechshauser,0.0,0.0,230.756,133.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,230.971,133.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,230.995,133.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,231.17000000000002,133.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,230.91,133.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,231.699,133.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.535,134.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.59300000000002,134.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.817,134.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.848,134.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.841,134.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.619,134.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,233.032,134.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.88400000000001,134.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,233.642,134.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,232.109,134.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,Sechshauser,0.0,0.0,233.434,134.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
